rowid,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_kepflag,pl_k2flag,kepler,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_eqt,pl_disc,pl_instrument,solarsystemflag
1612,Kepler-169,b,Transit,3.250619,0.04,,,,,0.101,,1,0,1,,14.194,Kepler-band,4997,0.86,0.76,41773,,2014,Kepler CCD Array,0
1849,Kepler-250,b,Transit,4.148141,0.048,,,,,0.101,,1,0,1,,15.46,Kepler-band,5160,0.8,0.81,41773,,2014,Kepler CCD Array,0
2216,Kepler-384,c,Transit,45.348269,0.236,,,,,0.101,,1,0,1,,13.584,Kepler-band,5577,0.76,0.88,41773,,2014,Kepler CCD Array,0
1947,Kepler-285,c,Transit,6.186676,0.064,,,,,0.1,,1,0,1,,15.173,Kepler-band,5411,0.85,0.81,41773,,2014,Kepler CCD Array,0
2215,Kepler-384,b,Transit,22.597053,0.148,,,,,0.1,,1,0,1,,13.584,Kepler-band,5577,0.76,0.88,41773,,2014,Kepler CCD Array,0
2089,Kepler-334,b,Transit,5.470319,0.061,,,,,0.1,,1,0,1,,12.776,Kepler-band,5828,1,1.07,41773,,2014,Kepler CCD Array,0
2210,Kepler-381,c,Transit,13.391635,0.117,,,,,0.1,,1,0,1,,10.421,Kepler-band,6152,1.34,1.57,41773,,2014,Kepler CCD Array,0
2309,Kepler-431,d,Transit,11.922,0.1045,,,,,0.1,,1,0,1,,11.973,Kepler-band,6004,1.07,1.09,41962,856,2015,Kepler CCD Array,0
2318,Kepler-438,b,Transit,35.23319,0.166,0.03,89.86,,,0.1,,1,0,1,145,14.467,Kepler-band,3748,0.54,0.52,42010,,2015,Kepler CCD Array,0
2067,Kepler-327,b,Transit,2.549575,0.029,,,,,0.099,,1,0,1,,15.018,Kepler-band,3799,0.55,0.49,41773,,2014,Kepler CCD Array,0
2088,Kepler-333,c,Transit,24.08821,0.135,,,,,0.099,,1,0,1,,14.731,Kepler-band,4259,0.54,0.53,41773,,2014,Kepler CCD Array,0
1071,Kepler-124,d,Transit,30.950851,0.17,,,,,0.099,,1,0,1,,14.139,Kepler-band,4984,,0.64,41773,,2014,Kepler CCD Array,0
2233,Kepler-392,c,Transit,10.423118,0.093,,,,,0.098,,1,0,1,,13.455,Kepler-band,5938,1.13,1.13,41773,,2014,Kepler CCD Array,0
2194,Kepler-374,c,Transit,3.282807,0.042,,,,,0.098,,1,0,1,,14.686,Kepler-band,5977,0.84,0.91,41773,,2014,Kepler CCD Array,0
1843,Kepler-249,b,Transit,3.306539,0.035,,,,,0.097,,1,0,1,,15.234,Kepler-band,3568,,0.48,41773,,2014,Kepler CCD Array,0
2085,Kepler-332,c,Transit,15.995622,0.114,,,,,0.097,,1,0,1,,14.017,Kepler-band,4955,0.8,0.72,41773,,2014,Kepler CCD Array,0
1735,Kepler-212,b,Transit,16.257582,0.133,,,,,0.097,,1,0,1,,13.178,Kepler-band,5852,1.16,1.46,41773,,2014,Kepler CCD Array,0
956,Kepler-115,b,Transit,2.403679,0.036,,,,,0.097,,1,0,1,,13.431,Kepler-band,5979,1,1.21,41773,,2014,Kepler CCD Array,0
1661,Kepler-186,b,Transit,3.8867907,0.0343,,,,,0.095,,1,0,1,172,14.625,Kepler-band,3755,0.54,0.52,41773,,2014,Kepler CCD Array,0
1880,Kepler-26,d,Transit,3.543919,0.039,,,,,0.095,,1,0,1,,15.473,Kepler-band,3914,0.54,0.51,41773,,2014,Kepler CCD Array,0
2037,Kepler-316,b,Transit,2.240508,0.027,,,,,0.095,,1,0,1,,15.224,Kepler-band,4204,0.53,0.52,41773,,2014,Kepler CCD Array,0
848,Kepler-107,d,Transit,7.958203,0.082,,,,,0.095,,1,0,1,,12.487,Kepler-band,5851,,1.41,41773,,2014,Kepler CCD Array,0
2198,Kepler-376,b,Transit,4.920199,0.057,,,,,0.095,,1,0,1,,13.776,Kepler-band,5900,1.05,1.18,41773,,2014,Kepler CCD Array,0
1576,Kepler-163,b,Transit,7.810937,0.078,,,,,0.094,,1,0,1,,14.415,Kepler-band,5776,0.96,0.92,41773,,2014,Kepler CCD Array,0
2068,Kepler-327,c,Transit,5.212333,0.047,,,,,0.092,,1,0,1,,15.018,Kepler-band,3799,0.55,0.49,41773,,2014,Kepler CCD Array,0
2238,Kepler-395,b,Transit,7.054346,0.061,,,,,0.092,,1,0,1,,15.987,Kepler-band,4262,0.53,0.56,41773,,2014,Kepler CCD Array,0
2221,Kepler-387,b,Transit,6.791636,0.068,,,,,0.092,,1,0,1,,13.987,Kepler-band,5774,1.03,1.05,41773,,2014,Kepler CCD Array,0
2193,Kepler-374,b,Transit,1.897806,0.029,,,,,0.092,,1,0,1,,14.686,Kepler-band,5977,0.84,0.91,41773,,2014,Kepler CCD Array,0
2094,Kepler-336,b,Transit,2.024823,0.033,,,,,0.091,,1,0,1,,13.598,Kepler-band,5867,0.89,1.3,41773,,2014,Kepler CCD Array,0
1147,Kepler-130,b,Transit,8.457458,0.079,,,,,0.091,,1,0,1,,11.529,Kepler-band,5884,1,1.13,41773,,2014,Kepler CCD Array,0
1691,Kepler-197,b,Transit,5.599308,0.06,,,,,0.091,,1,0,1,,11.811,Kepler-band,6004,,1.12,41773,,2014,Kepler CCD Array,0
2245,Kepler-398,c,Transit,11.419412,0.087,,,,,0.09,,1,0,1,,13.256,Kepler-band,4493,,0.61,41773,,2014,Kepler CCD Array,0
2055,Kepler-322,b,Transit,1.653888,0.027,,,,,0.09,,1,0,1,,13.53,Kepler-band,5388,0.91,0.89,41773,,2014,Kepler CCD Array,0
1938,Kepler-282,b,Transit,9.220524,0.082,,,,,0.09,,1,0,1,,15.204,Kepler-band,5602,0.97,0.9,41773,,2014,Kepler CCD Array,0
,Earth,,,,1,,,,,0.0892,,,,,,,,5778,,,,,,,1
1910,Kepler-271,c,Transit,7.410935,0.071,,,,,0.089,,1,0,1,,13.404,Kepler-band,5524,,0.88,41773,,2014,Kepler CCD Array,0
2232,Kepler-392,b,Transit,5.341853,0.059,,,,,0.089,,1,0,1,,13.455,Kepler-band,5938,1.13,1.13,41773,,2014,Kepler CCD Array,0
2209,Kepler-381,b,Transit,5.629021,0.066,,,,,0.088,,1,0,1,,10.421,Kepler-band,6152,1.34,1.57,41773,,2014,Kepler CCD Array,0
1759,Kepler-220,d,Transit,28.122397,0.163,,,,,0.087,,1,0,1,,13.177,Kepler-band,4632,,0.67,41773,,2014,Kepler CCD Array,0
,Venus,,,,0.7233,,,,,0.087,,,,,,,,5778,,,,,,,1
2247,Kepler-399,b,Transit,14.425281,0.103,,,,,0.086,,1,0,1,,14.467,Kepler-band,5502,,0.68,41773,,2014,Kepler CCD Array,0
2643,Kepler-68,c,Transit,9.605085,0.09059,0,86.93,0.015,Mass,0.085,28,1,0,1,135,9.99,V (Johnson),5793,1.08,1.24,41773,,2013,Kepler CCD Array,0
2244,Kepler-398,b,Transit,4.081423,0.044,,,,,0.083,,1,0,1,,13.256,Kepler-band,4493,,0.61,41773,,2014,Kepler CCD Array,0
1006,Kepler-119,c,Transit,4.125103,0.049,,,,,0.082,,1,0,1,,14.236,Kepler-band,5595,,0.84,41773,,2014,Kepler CCD Array,0
1694,Kepler-197,e,Transit,25.209715,0.164,,,,,0.081,,1,0,1,,11.811,Kepler-band,6004,,1.12,41773,,2014,Kepler CCD Array,0
2140,Kepler-353,b,Transit,5.795278,0.051,,,,,0.079,,1,0,1,,15.773,Kepler-band,3903,0.54,0.5,41773,,2014,Kepler CCD Array,0
2002,Kepler-303,b,Transit,1.937055,0.024,,,,,0.079,,1,0,1,,14.39,Kepler-band,3944,0.59,0.48,41773,,2014,Kepler CCD Array,0
1909,Kepler-271,b,Transit,5.217738,0.056,,,,,0.079,,1,0,1,,13.404,Kepler-band,5524,,0.88,41773,,2014,Kepler CCD Array,0
2222,Kepler-387,c,Transit,11.837549,0.098,,,,,0.079,,1,0,1,,13.987,Kepler-band,5774,1.03,1.05,41773,,2014,Kepler CCD Array,0
2163,Kepler-362,b,Transit,10.327186,0.087,,,,,0.079,,1,0,1,,14.5,Kepler-band,5788,0.77,0.72,41773,,2014,Kepler CCD Array,0
743,KOI-55,c,Orbital Brightness Modulation,0.342887,0.0076,,65,0.0021,Mass,0.077,,1,0,1,1180,14.87,V (Johnson),27730,0.5,0.2,41773,,2011,Kepler CCD Array,0
2224,Kepler-388,c,Transit,13.297004,0.093,,,,,0.077,,1,0,1,,14.993,Kepler-band,4498,0.59,0.59,41773,,2014,Kepler CCD Array,0
2138,Kepler-352,b,Transit,10.05537,0.085,,,,,0.077,,1,0,1,,12.957,Kepler-band,5212,0.79,0.78,41773,,2014,Kepler CCD Array,0
2033,Kepler-314,b,Transit,2.461069,0.035,,,,,0.074,,1,0,1,,12.557,Kepler-band,5378,1.02,0.95,41773,,2014,Kepler CCD Array,0
2050,Kepler-32,f,Transit,0.74296,0.013,,,,,0.073,,1,0,1,303,16.452,V (Johnson),3900,0.58,0.53,42453,,2012,Kepler CCD Array,0
2228,Kepler-390,b,Transit,6.738088,0.065,,,,,0.073,,1,0,1,,13.942,Kepler-band,5166,0.67,0.78,41773,,2014,Kepler CCD Array,0
2223,Kepler-388,b,Transit,3.173315,0.036,,,,,0.072,,1,0,1,,14.993,Kepler-band,4498,0.59,0.59,41773,,2014,Kepler CCD Array,0
1757,Kepler-220,b,Transit,4.159807,0.046,,,,,0.072,,1,0,1,,13.177,Kepler-band,4632,,0.67,41773,,2014,Kepler CCD Array,0
2291,Kepler-42,b,Transit,1.2137672,0.0116,,,,,0.07,,1,0,1,38.7,16.124,V (Johnson),3068,0.13,0.17,41773,519,2011,Kepler CCD Array,0
2229,Kepler-390,c,Transit,13.060022,0.101,,,,,0.07,,1,0,1,,13.942,Kepler-band,5166,0.67,0.78,41773,,2014,Kepler CCD Array,0
742,KOI-55,b,Orbital Brightness Modulation,0.240104,0.006,,65,0.0014,Mass,0.068,,1,0,1,1180,14.87,V (Johnson),27730,0.5,0.2,41773,,2011,Kepler CCD Array,0
2307,Kepler-431,b,Transit,6.803,0.0719,,,,,0.068,,1,0,1,,11.973,Kepler-band,6004,1.07,1.09,41962,1032,2015,Kepler CCD Array,0
2202,Kepler-378,b,Transit,16.092361,0.112,,,,,0.067,,1,0,1,,12.485,Kepler-band,4661,0.96,0.67,41773,,2014,Kepler CCD Array,0
2181,Kepler-37,c,Transit,21.301886,0.1368,,89.07,,,0.066,,1,0,1,66,9.705,Kepler-band,5417,0.8,0.77,41773,,2013,Kepler CCD Array,0
1084,Kepler-125,c,Transit,5.774464,0.051,,,,,0.066,,1,0,1,,14.752,Kepler-band,3810,0.55,0.51,41773,,2014,Kepler CCD Array,0
2121,Kepler-345,b,Transit,7.415563,0.066,,,,,0.066,,1,0,1,,14.028,Kepler-band,4504,0.59,0.62,41773,,2014,Kepler CCD Array,0
2329,Kepler-444,f,Transit,9.740486,0.0811,0.29,87.96,,,0.066,,1,0,1,35.7,8.88,V (Johnson),5046,0.76,0.75,42033,,2015,Kepler CCD Array,0
2292,Kepler-42,c,Transit,0.45328509,0.006,,,,,0.065,,1,0,1,38.7,16.124,V (Johnson),3068,0.13,0.17,41773,720,2011,Kepler CCD Array,0
1069,Kepler-124,b,Transit,3.410493,0.039,,,,,0.065,,1,0,1,,14.139,Kepler-band,4984,,0.64,41773,,2014,Kepler CCD Array,0
2203,Kepler-378,c,Transit,28.906009,0.166,,,,,0.062,,1,0,1,,12.485,Kepler-band,4661,0.96,0.67,41773,,2014,Kepler CCD Array,0
1295,Kepler-141,b,Transit,3.107675,0.039,,,,,0.062,,1,0,1,,13.448,Kepler-band,4910,1,0.79,41773,,2014,Kepler CCD Array,0
2308,Kepler-431,c,Transit,8.703,0.0847,,,,,0.06,,1,0,1,,11.973,Kepler-band,6004,1.07,1.09,41962,951,2015,Kepler CCD Array,0
2293,Kepler-42,d,Transit,1.865169,0.0154,,,,,0.051,,1,0,1,38.7,16.124,V (Johnson),3068,0.13,0.17,41773,450,2011,Kepler CCD Array,0
2328,Kepler-444,e,Transit,7.743493,0.0696,0.1,89.13,,,0.049,,1,0,1,35.7,8.88,V (Johnson),5046,0.76,0.75,42033,,2015,Kepler CCD Array,0
2570,Kepler-62,c,Transit,12.4417,0.0929,,89.7,0.013,Mass,0.048,,1,0,1,368,13.725,Kepler-band,4925,0.69,0.64,41773,578,2013,Kepler CCD Array,0
,Mars,,,,1.5273,,,,,0.048,,,,,,,,5778,,,,,,,1
2327,Kepler-444,d,Transit,6.189392,0.06,0.18,88.16,,,0.047,,1,0,1,35.7,8.88,V (Johnson),5046,0.76,0.75,42033,,2015,Kepler CCD Array,0
2326,Kepler-444,c,Transit,4.5458841,0.04881,0.31,88.2,,,0.044,,1,0,1,35.7,8.88,V (Johnson),5046,0.76,0.75,42033,,2015,Kepler CCD Array,0
2325,Kepler-444,b,Transit,3.6001053,0.04178,0.16,88,,,0.036,,1,0,1,35.7,8.88,V (Johnson),5046,0.76,0.75,42033,,2015,Kepler CCD Array,0
,Mercury,,,,0.3871,,,,,0.035,,,,,,,,5778,,,,,,,1
2180,Kepler-37,b,Transit,13.367308,0.1003,,88.63,,,0.027,,1,0,1,66,9.705,Kepler-band,5417,0.8,0.77,41773,,2013,Kepler CCD Array,0
,Pluto,,,,39.5294,,,,,0.017,,,,,,,,5778,,,,,,,1
