rowid,pl_hostname,pl_letter,pl_discmethod,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_bmassj,pl_bmassprov,pl_radj,pl_dens,pl_kepflag,pl_k2flag,kepler,st_dist,st_optmag,st_optband,st_teff,st_mass,st_rad,rowupdate,pl_eqt,pl_disc,pl_instrument,solarsystemflag
1979,Kepler-296,c,Transit,5.8416366,0.0521,0.33,,,,0.178,,1,0,1,226,15.921,Kepler-band,3740,0.5,0.48,42250,,2014,Kepler CCD Array,0
1807,Kepler-236,c,Transit,23.968127,0.132,,,,,0.178,,1,0,1,,15.414,Kepler-band,3750,0.56,0.51,41773,,2014,Kepler CCD Array,0
1826,Kepler-242,c,Transit,14.496481,0.109,,,,,0.178,,1,0,1,,15.376,Kepler-band,5020,,0.85,41773,,2014,Kepler CCD Array,0
1885,Kepler-261,c,Transit,24.570858,0.156,,,,,0.178,,1,0,1,,13.562,Kepler-band,5098,0.87,0.79,41773,,2014,Kepler CCD Array,0
1828,Kepler-243,c,Transit,20.026218,0.142,,,,,0.178,,1,0,1,,15.086,Kepler-band,5228,0.89,0.84,41773,,2014,Kepler CCD Array,0
1644,Kepler-179,c,Transit,6.40013,0.064,,,,,0.178,,1,0,1,,14.613,Kepler-band,5302,,0.76,41773,,2014,Kepler CCD Array,0
1651,Kepler-181,c,Transit,4.302149,0.049,,,,,0.178,,1,0,1,,14.707,Kepler-band,5333,,0.75,41773,,2014,Kepler CCD Array,0
1307,Kepler-142,b,Transit,2.024152,0.032,,,,,0.178,,1,0,1,,13.203,Kepler-band,5790,0.99,1.27,41773,,2014,Kepler CCD Array,0
1769,Kepler-223,c,Transit,9.848183,0.088,,,,,0.178,,1,0,1,,15.344,Kepler-band,5829,,1.02,41773,,2014,Kepler CCD Array,0
1201,Kepler-134,b,Transit,5.317429,0.06,,,,,0.178,,1,0,1,,12.324,Kepler-band,5983,,1.18,41773,,2014,Kepler CCD Array,0
2112,Kepler-341,e,Transit,42.473269,0.242,,,,,0.178,,1,0,1,,14.601,Kepler-band,6012,0.94,1.02,41773,,2014,Kepler CCD Array,0
1227,Kepler-136,c,Transit,16.399235,0.133,,,,,0.178,,1,0,1,,12.459,Kepler-band,6165,1.2,1.35,41773,,2014,Kepler CCD Array,0
1898,Kepler-267,b,Transit,3.353728,0.037,,,,,0.177,,1,0,1,,15.438,Kepler-band,4258,0.56,0.56,41773,,2014,Kepler CCD Array,0
1916,Kepler-273,c,Transit,8.014927,0.073,,,,,0.177,,1,0,1,,14.968,Kepler-band,5626,,0.81,41773,,2014,Kepler CCD Array,0
1775,Kepler-224,e,Transit,18.643577,0.124,,,,,0.176,,1,0,1,,15.644,Kepler-band,5018,0.74,0.68,41773,,2014,Kepler CCD Array,0
1657,Kepler-184,c,Transit,20.303005,0.141,,,,,0.176,,1,0,1,,14.338,Kepler-band,5788,,0.87,41773,,2014,Kepler CCD Array,0
2125,Kepler-347,b,Transit,12.79836,0.11,,,,,0.176,,1,0,1,,14.513,Kepler-band,6088,1.04,1,41773,,2014,Kepler CCD Array,0
1985,Kepler-298,b,Transit,10.475464,0.08,,,,,0.175,,1,0,1,,15.415,Kepler-band,4465,0.65,0.58,41773,,2014,Kepler CCD Array,0
1629,Kepler-174,b,Transit,13.98179,0.1,,,,,0.175,,1,0,1,,14.287,Kepler-band,4880,,0.62,41773,,2014,Kepler CCD Array,0
993,Kepler-118,b,Transit,7.518496,0.073,,,,,0.175,,1,0,1,,14.711,Kepler-band,5274,0.86,1.09,41773,,2014,Kepler CCD Array,0
2130,Kepler-349,c,Transit,12.247629,0.105,,,,,0.175,,1,0,1,,14.746,Kepler-band,5956,0.97,0.93,41773,,2014,Kepler CCD Array,0
2114,Kepler-342,c,Transit,26.234138,0.185,,,,,0.175,,1,0,1,,13.147,Kepler-band,6175,1.13,1.47,41773,,2014,Kepler CCD Array,0
2571,Kepler-62,d,Transit,18.16406,0.12,,89.7,0.044,Mass,0.174,,1,0,1,368,13.725,Kepler-band,4925,0.69,0.64,41773,510,2013,Kepler CCD Array,0
2430,Kepler-52,d,Transit,36.445171,0.182,,,,,0.174,,1,0,1,,15.095,Kepler-band,4263,0.54,0.56,41773,,2014,Kepler CCD Array,0
2080,Kepler-330,c,Transit,15.955387,0.116,,,,,0.174,,1,0,1,,15.261,Kepler-band,5117,0.78,0.72,41773,,2014,Kepler CCD Array,0
2836,Kepler-83,d,Transit,5.169796,0.051,,,,,0.173,,1,0,1,,15.777,Kepler-band,4648,0.66,0.59,41773,,2014,Kepler CCD Array,0
1795,Kepler-231,c,Transit,19.271566,0.114,,,,,0.172,,1,0,1,,15.385,Kepler-band,3767,0.58,0.49,41773,,2014,Kepler CCD Array,0
2073,Kepler-329,c,Transit,18.684737,0.113,,,,,0.172,,1,0,1,,15.434,Kepler-band,4257,0.53,0.52,41773,,2014,Kepler CCD Array,0
1986,Kepler-298,c,Transit,22.92881,0.136,,,,,0.172,,1,0,1,,15.415,Kepler-band,4465,0.65,0.58,41773,,2014,Kepler CCD Array,0
682,K2-21,c,Transit,15.5012,0.1026,,89.08,,,0.171,5.4,0,1,1,65,12.85,V (Johnson),4043,0.64,0.6,42265,420,2015,Kepler CCD Array,0
704,K2-5,c,Transit,10.93406,0.0783,,,,,0.171,,0,1,1,,14.912,V (Johnson),4102,0.53,0.52,42201,511,2015,Kepler CCD Array,0
703,K2-5,b,Transit,5.73491,0.0509,,,,,0.171,,0,1,1,,14.912,V (Johnson),4102,0.53,0.52,42201,634,2015,Kepler CCD Array,0
1700,Kepler-20,b,Transit,3.6961219,0.04537,0.32,86.5,0.027,Mass,0.17,6.5,1,0,1,290,12.498,Kepler-band,5455,0.91,0.94,41773,1014,2011,Kepler CCD Array,0
1789,Kepler-23,b,Transit,7.1073,0.075,,,0.8,Mass,0.17,,1,0,1,800,13.438,Kepler-band,5828,1.11,1.55,41773,,2011,Kepler CCD Array,0
1516,Kepler-158,c,Transit,28.551383,0.158,,,,,0.17,,1,0,1,,14.427,Kepler-band,4623,,0.62,41773,,2014,Kepler CCD Array,0
1689,Kepler-196,b,Transit,20.739886,0.138,,,,,0.17,,1,0,1,,14.157,Kepler-band,5128,,0.78,41773,,2014,Kepler CCD Array,0
2185,Kepler-370,c,Transit,19.02293,0.14,,,,,0.17,,1,0,1,,15.198,Kepler-band,5852,0.94,0.9,41773,,2014,Kepler CCD Array,0
2129,Kepler-349,b,Transit,5.929778,0.065,,,,,0.17,,1,0,1,,14.746,Kepler-band,5956,0.97,0.93,41773,,2014,Kepler CCD Array,0
2321,Kepler-440,b,Transit,101.11141,0.242,0.34,89.93,,,0.17,,1,0,1,261,15.134,Kepler-band,4134,0.57,0.56,42010,,2015,Kepler CCD Array,0
2249,Kepler-399,d,Transit,58.034616,0.261,,,,,0.169,,1,0,1,,14.467,Kepler-band,5502,,0.68,41773,,2014,Kepler CCD Array,0
1622,Kepler-171,d,Transit,39.595519,0.223,,,,,0.169,,1,0,1,,14.883,Kepler-band,5642,,0.84,41773,,2014,Kepler CCD Array,0
2186,Kepler-371,b,Transit,34.763278,0.2,,,,,0.169,,1,0,1,,13.865,Kepler-band,5666,0.94,0.99,41773,,2014,Kepler CCD Array,0
671,K2-13,b,Transit,39.91488,0.2114,,,,,0.169,,0,1,1,290,12.901,V (Johnson),5698,0.8,0.78,42201,511,2015,Kepler CCD Array,0
2276,Kepler-411,b,Transit,3.00516,0.038,0,88.27,,,0.168,,1,0,1,,12.231,Kepler-band,4974,0.83,0.79,41773,1040,2013,Kepler CCD Array,0
1240,Kepler-137,c,Transit,18.735753,0.13,,,,,0.168,,1,0,1,,12.99,Kepler-band,5187,,0.8,41773,,2014,Kepler CCD Array,0
1965,Kepler-291,c,Transit,5.700786,0.065,,,,,0.168,,1,0,1,,15.934,Kepler-band,6002,1.03,1.02,41773,,2014,Kepler CCD Array,0
1991,Kepler-299,e,Transit,38.285489,0.22,,,,,0.167,,1,0,1,,15.017,Kepler-band,5617,0.97,1.03,41773,,2014,Kepler CCD Array,0
1677,Kepler-191,c,Transit,17.738506,0.128,,,,,0.166,,1,0,1,,14.808,Kepler-band,5282,0.85,0.79,41773,,2014,Kepler CCD Array,0
1990,Kepler-299,d,Transit,15.054786,0.118,,,,,0.166,,1,0,1,,15.017,Kepler-band,5617,0.97,1.03,41773,,2014,Kepler CCD Array,0
1892,Kepler-265,b,Transit,6.846262,0.069,,,,,0.166,,1,0,1,,15.381,Kepler-band,5835,1.03,1.1,41773,,2014,Kepler CCD Array,0
1710,Kepler-202,c,Transit,16.282493,0.113,,,,,0.165,,1,0,1,,13.872,Kepler-band,4668,,0.67,41773,,2014,Kepler CCD Array,0
2111,Kepler-341,d,Transit,27.666313,0.182,,,,,0.165,,1,0,1,,14.601,Kepler-band,6012,0.94,1.02,41773,,2014,Kepler CCD Array,0
1748,Kepler-217,c,Transit,8.586004,0.089,,,,,0.165,,1,0,1,,13.294,Kepler-band,6171,,1.8,41773,,2014,Kepler CCD Array,0
2132,Kepler-350,b,Transit,11.189562,0.104,,,,,0.165,,1,0,1,,13.781,Kepler-band,6186,1,1.53,41773,,2014,Kepler CCD Array,0
1777,Kepler-225,c,Transit,18.794234,0.111,,,,,0.164,,1,0,1,,15.962,Kepler-band,3682,,0.48,41773,,2014,Kepler CCD Array,0
2082,Kepler-331,c,Transit,17.28111,0.105,,,,,0.164,,1,0,1,,15.862,Kepler-band,4347,0.51,0.49,41773,,2014,Kepler CCD Array,0
2142,Kepler-354,b,Transit,5.47666,0.054,,,,,0.164,,1,0,1,,15.549,Kepler-band,4648,0.65,0.67,41773,,2014,Kepler CCD Array,0
2149,Kepler-357,b,Transit,6.475434,0.063,,,,,0.164,,1,0,1,,15.565,Kepler-band,5036,0.78,0.83,41773,,2014,Kepler CCD Array,0
1918,Kepler-274,c,Transit,33.197861,0.204,,,,,0.164,,1,0,1,,15.035,Kepler-band,6023,,1.01,41773,,2014,Kepler CCD Array,0
893,Kepler-110,b,Transit,12.691112,0.107,,,,,0.163,,1,0,1,,12.935,Kepler-band,5960,,1.15,41773,,2014,Kepler CCD Array,0
2081,Kepler-331,b,Transit,8.457496,0.065,,,,,0.162,,1,0,1,,15.862,Kepler-band,4347,0.51,0.49,41773,,2014,Kepler CCD Array,0
1943,Kepler-283,c,Transit,92.743711,0.341,,,,,0.162,,1,0,1,,15.847,Kepler-band,4351,,0.57,41773,,2014,Kepler CCD Array,0
887,Kepler-11,b,Transit,10.3039,0.091,0.045,89.64,0.006,Mass,0.161,1.72,1,0,1,613,14.2,V (Johnson),5663,0.96,1.06,41773,,2010,Kepler CCD Array,0
1982,Kepler-296,f,Transit,63.33627,0.255,0.33,,,,0.161,,1,0,1,226,15.921,Kepler-band,3740,0.5,0.48,42250,,2014,Kepler CCD Array,0
1382,Kepler-148,b,Transit,1.729366,0.028,,,,,0.161,,1,0,1,,15.342,Kepler-band,5272,,0.85,41773,,2014,Kepler CCD Array,0
847,Kepler-107,c,Transit,4.901425,0.059,,,,,0.161,,1,0,1,,12.487,Kepler-band,5851,,1.41,41773,,2014,Kepler CCD Array,0
1284,Kepler-140,c,Transit,91.353282,0.414,,,,,0.161,,1,0,1,,12.996,Kepler-band,6077,,1.29,41773,,2014,Kepler CCD Array,0
1213,Kepler-135,b,Transit,6.00253,0.067,,,,,0.161,,1,0,1,,12.73,Kepler-band,6090,,1.27,41773,,2014,Kepler CCD Array,0
2148,Kepler-356,c,Transit,13.121632,0.115,,,,,0.161,,1,0,1,,12.992,Kepler-band,6133,0.97,1.33,41773,,2014,Kepler CCD Array,0
1913,Kepler-272,c,Transit,6.057342,0.061,,,,,0.16,,1,0,1,,14.678,Kepler-band,5297,0.79,0.93,41773,,2014,Kepler CCD Array,0
1715,Kepler-204,c,Transit,25.660593,0.173,,,,,0.16,,1,0,1,,13.909,Kepler-band,5812,0.96,1.24,41773,,2014,Kepler CCD Array,0
2199,Kepler-376,c,Transit,14.172327,0.115,,,,,0.16,,1,0,1,,13.776,Kepler-band,5900,1.05,1.18,41773,,2014,Kepler CCD Array,0
2173,Kepler-366,c,Transit,12.51616,0.11,,,,,0.16,,1,0,1,,14.842,Kepler-band,6209,1.05,1.05,41773,,2014,Kepler CCD Array,0
2306,Kepler-430,c,Transit,110.979,0.4757,,,,,0.16,,1,0,1,,13.848,Kepler-band,5884,1.17,1.49,41962,458,2015,Kepler CCD Array,0
2187,Kepler-371,c,Transit,67.968015,0.313,,,,,0.159,,1,0,1,,13.865,Kepler-band,5666,0.94,0.99,41773,,2014,Kepler CCD Array,0
2821,Kepler-82,d,Transit,2.382961,0.034,,,,,0.158,,1,0,1,,15.158,Kepler-band,5428,0.85,0.94,41773,,2014,Kepler CCD Array,0
1951,Kepler-286,e,Transit,29.221289,0.176,,,,,0.158,,1,0,1,,15.587,Kepler-band,5580,,0.86,41773,,2014,Kepler CCD Array,0
1742,Kepler-215,c,Transit,14.667108,0.113,,,,,0.158,,1,0,1,,13.58,Kepler-band,5739,0.77,1.03,41773,,2014,Kepler CCD Array,0
2053,Kepler-321,b,Transit,4.915379,0.057,,,,,0.158,,1,0,1,,12.706,Kepler-band,5740,1.01,1.19,41773,,2014,Kepler CCD Array,0
1719,Kepler-206,c,Transit,13.137471,0.111,,,,,0.158,,1,0,1,,13.484,Kepler-band,5764,0.94,1.19,41773,,2014,Kepler CCD Array,0
1973,Kepler-294,b,Transit,3.701212,0.048,,,,,0.158,,1,0,1,,15.843,Kepler-band,5913,,0.98,41773,,2014,Kepler CCD Array,0
1908,Kepler-270,c,Transit,25.262887,0.18,,,,,0.158,,1,0,1,,13.908,Kepler-band,6067,,1.46,41773,,2014,Kepler CCD Array,0
1188,Kepler-133,b,Transit,8.129976,0.083,,,,,0.157,,1,0,1,,12.848,Kepler-band,5736,,1.43,41773,,2014,Kepler CCD Array,0
1070,Kepler-124,c,Transit,13.821375,0.1,,,,,0.156,,1,0,1,,14.139,Kepler-band,4984,,0.64,41773,,2014,Kepler CCD Array,0
1744,Kepler-215,e,Transit,68.16101,0.314,,,,,0.156,,1,0,1,,13.58,Kepler-band,5739,0.77,1.03,41773,,2014,Kepler CCD Array,0
1999,Kepler-301,d,Transit,13.751243,0.112,,,,,0.156,,1,0,1,,14.271,Kepler-band,5815,0.91,0.9,41773,,2014,Kepler CCD Array,0
2126,Kepler-347,c,Transit,27.320871,0.183,,,,,0.156,,1,0,1,,14.513,Kepler-band,6088,1.04,1,41773,,2014,Kepler CCD Array,0
2262,Kepler-403,c,Transit,54.280749,0.297,,,,,0.156,,1,0,1,,12.805,Kepler-band,6090,,1.33,41773,,2014,Kepler CCD Array,0
2074,Kepler-33,b,Transit,5.66793,0.0677,0,86.39,,,0.155,,1,0,1,,13.988,Kepler-band,5904,1.29,1.82,41773,,2011,Kepler CCD Array,0
2792,Kepler-80,d,Transit,3.072186,0.037,,,,,0.155,,1,0,1,,14.804,Kepler-band,4613,0.72,0.64,41773,,2014,Kepler CCD Array,0
1883,Kepler-260,c,Transit,76.050178,0.332,,,,,0.155,,1,0,1,,14.138,Kepler-band,5250,0.88,0.86,41773,,2014,Kepler CCD Array,0
1794,Kepler-231,b,Transit,10.065275,0.074,,,,,0.154,,1,0,1,,15.385,Kepler-band,3767,0.58,0.49,41773,,2014,Kepler CCD Array,0
2069,Kepler-327,d,Transit,13.969457,0.09,,,,,0.154,,1,0,1,,15.018,Kepler-band,3799,0.55,0.49,41773,,2014,Kepler CCD Array,0
1810,Kepler-238,b,Transit,2.090876,0.034,,,,,0.154,,1,0,1,,15.084,Kepler-band,5751,1.06,1.43,41773,,2014,Kepler CCD Array,0
2403,Kepler-50,b,Transit,7.81254,0.077,,,,,0.153,,1,0,1,,10.421,Kepler-band,6225,1.24,1.58,41773,,2012,Kepler CCD Array,0
2656,Kepler-69,c,Transit,242.4613,0.64,0.14,89.85,,,0.153,,1,0,1,,14,V (Johnson),5638,0.81,0.93,41773,299,2013,Kepler CCD Array,0
744,KOI-94,b,Transit,3.743208,0.05119,0.25,89.3,0.033,Mass,0.153,10.1,1,0,1,,12.205,Kepler-band,6182,1.28,1.52,41773,1486,2013,Kepler CCD Array,0
1761,Kepler-221,b,Transit,2.795906,0.037,,,,,0.153,,1,0,1,,13.749,Kepler-band,5243,0.72,0.82,41773,,2014,Kepler CCD Array,0
2040,Kepler-317,c,Transit,8.77501,0.083,,,,,0.153,,1,0,1,,15.377,Kepler-band,5497,0.95,0.94,41773,,2014,Kepler CCD Array,0
2265,Kepler-404,c,Transit,14.751166,0.118,,,,,0.153,,1,0,1,,15.228,Kepler-band,5654,,0.88,41773,,2014,Kepler CCD Array,0
2254,Kepler-401,b,Transit,14.383035,0.122,,,,,0.153,,1,0,1,,13.312,Kepler-band,6117,,1.33,41773,,2014,Kepler CCD Array,0
2027,Kepler-311,b,Transit,9.176092,0.087,,,,,0.152,,1,0,1,,13.797,Kepler-band,5905,1.06,1.19,41773,,2014,Kepler CCD Array,0
2110,Kepler-341,c,Transit,8.01041,0.08,,,,,0.152,,1,0,1,,14.601,Kepler-band,6012,0.94,1.02,41773,,2014,Kepler CCD Array,0
2166,Kepler-363,c,Transit,7.542427,0.079,,,,,0.151,,1,0,1,,13.353,Kepler-band,5593,1.23,1.49,41773,,2014,Kepler CCD Array,0
1768,Kepler-223,b,Transit,7.384108,0.073,,,,,0.151,,1,0,1,,15.344,Kepler-band,5829,,1.02,41773,,2014,Kepler CCD Array,0
1904,Kepler-269,c,Transit,8.127899,0.081,,,,,0.151,,1,0,1,,15.808,Kepler-band,5847,0.98,0.96,41773,,2014,Kepler CCD Array,0
2190,Kepler-372,d,Transit,30.092568,0.201,,,,,0.151,,1,0,1,,14.881,Kepler-band,6509,1.15,1.14,41773,,2014,Kepler CCD Array,0
1668,Kepler-188,b,Transit,2.061897,0.032,,,,,0.15,,1,0,1,,14.674,Kepler-band,6021,,1.14,41773,,2014,Kepler CCD Array,0
2322,Kepler-441,b,Transit,207.2482,0.64,0.1,89.97,,,0.15,,1,0,1,284,15.142,Kepler-band,4340,0.57,0.55,42010,,2015,Kepler CCD Array,0
2056,Kepler-322,c,Transit,4.337234,0.051,,,,,0.149,,1,0,1,,13.53,Kepler-band,5388,0.91,0.89,41773,,2014,Kepler CCD Array,0
1819,Kepler-24,d,Transit,4.244384,0.051,,,,,0.149,,1,0,1,1200,14.925,Kepler-band,5897,1.03,1.29,41773,,2014,Kepler CCD Array,0
1954,Kepler-288,b,Transit,6.097326,0.065,,,,,0.149,,1,0,1,,15.151,Kepler-band,5918,0.89,1.09,41773,,2014,Kepler CCD Array,0
1995,Kepler-300,b,Transit,10.446347,0.094,,,,,0.149,,1,0,1,,14.201,Kepler-band,5986,0.94,0.9,41773,,2014,Kepler CCD Array,0
2204,Kepler-379,b,Transit,20.09838,0.152,,,,,0.148,,1,0,1,,13.358,Kepler-band,6054,1.08,1.31,41773,,2014,Kepler CCD Array,0
2237,Kepler-394,c,Transit,12.130686,0.11,,,,,0.148,,1,0,1,,14.79,Kepler-band,6402,1.11,1.13,41773,,2014,Kepler CCD Array,0
2252,Kepler-400,b,Transit,9.024389,0.087,,,,,0.147,,1,0,1,,13.642,Kepler-band,5886,,1.15,41773,,2014,Kepler CCD Array,0
2159,Kepler-360,b,Transit,3.289672,0.044,,,,,0.147,,1,0,1,,14.866,Kepler-band,6053,0.95,1.06,41773,,2014,Kepler CCD Array,0
692,K2-3,c,Transit,24.6491,0.1405,0.04,89.7,0.00661,Mass,0.147,1.82,0,1,1,42,12.17,V (Johnson),,0.61,0.55,42292,,2015,Kepler CCD Array,0
2921,Kepler-9,d,Transit,1.592851,0.0273,,,,,0.146,,1,0,1,650,13.803,Kepler-band,5777,1.07,1.02,41773,2026,2010,Kepler CCD Array,0
1730,Kepler-21,b,Transit,2.785755,0.042507,0,82.58,0.033,Mass,0.146,12.9,1,0,1,108,8.25,V (Johnson),6131,1.34,1.86,41773,1956,2012,Kepler CCD Array,0
1717,Kepler-205,c,Transit,20.306546,0.122,,,,,0.146,,1,0,1,,13.506,Kepler-band,4321,,0.55,41773,,2014,Kepler CCD Array,0
2083,Kepler-331,d,Transit,32.134328,0.159,,,,,0.146,,1,0,1,,15.862,Kepler-band,4347,0.51,0.49,41773,,2014,Kepler CCD Array,0
2793,Kepler-80,e,Transit,4.645387,0.049,,,,,0.146,,1,0,1,,14.804,Kepler-band,4613,0.72,0.64,41773,,2014,Kepler CCD Array,0
1838,Kepler-247,b,Transit,3.33616,0.042,,,,,0.146,,1,0,1,,15.067,Kepler-band,5100,,0.77,41773,,2014,Kepler CCD Array,0
1643,Kepler-179,b,Transit,2.735926,0.036,,,,,0.146,,1,0,1,,14.613,Kepler-band,5302,,0.76,41773,,2014,Kepler CCD Array,0
2350,Kepler-46,d,Transit,6.766589,0.067,,,,,0.146,,1,0,1,855,15.262,Kepler-band,5309,0.9,0.79,41773,,2014,Kepler CCD Array,0
1887,Kepler-262,c,Transit,21.853722,0.152,,,,,0.146,,1,0,1,,14.246,Kepler-band,5841,,0.88,41773,,2014,Kepler CCD Array,0
1149,Kepler-130,d,Transit,87.517905,0.377,,,,,0.146,,1,0,1,,11.529,Kepler-band,5884,1,1.13,41773,,2014,Kepler CCD Array,0
2171,Kepler-365,c,Transit,17.784129,0.137,,,,,0.146,,1,0,1,,14.651,Kepler-band,6012,0.99,1.05,41773,,2014,Kepler CCD Array,0
1709,Kepler-202,b,Transit,4.069427,0.045,,,,,0.145,,1,0,1,,13.872,Kepler-band,4668,,0.67,41773,,2014,Kepler CCD Array,0
1858,Kepler-253,b,Transit,3.783986,0.046,,,,,0.145,,1,0,1,,15.532,Kepler-band,5208,,0.79,41773,,2014,Kepler CCD Array,0
2043,Kepler-319,b,Transit,4.362705,0.051,,,,,0.145,,1,0,1,,13.828,Kepler-band,5526,1.29,0.9,41773,,2014,Kepler CCD Array,0
1737,Kepler-213,b,Transit,2.46236,0.036,,,,,0.145,,1,0,1,,13.648,Kepler-band,5696,0.94,1.2,41773,,2014,Kepler CCD Array,0
1741,Kepler-215,b,Transit,9.360672,0.084,,,,,0.145,,1,0,1,,13.58,Kepler-band,5739,0.77,1.03,41773,,2014,Kepler CCD Array,0
2058,Kepler-323,c,Transit,3.553822,0.046,,,,,0.145,,1,0,1,,12.722,Kepler-band,5987,1.09,1.18,41773,,2014,Kepler CCD Array,0
1724,Kepler-208,b,Transit,4.22864,0.054,,,,,0.145,,1,0,1,,13.749,Kepler-band,6092,1.03,1.31,41773,,2014,Kepler CCD Array,0
2343,Kepler-452,b,Transit,384.843,1.046,,89.806,,,0.145,,1,0,1,,13.426,Kepler-band,5757,1.04,1.11,42208,265,2015,Kepler CCD Array,0
2572,Kepler-62,e,Transit,122.3874,0.427,,89.98,0.113,Mass,0.144,,1,0,1,368,13.725,Kepler-band,4925,0.69,0.64,41773,270,2013,Kepler CCD Array,0
1606,Kepler-167,b,Transit,4.3931632,0.0483,0,89.33,,,0.144,,1,0,1,330,14.023,Kepler-band,4890,0.77,0.73,42439,914,2014,Kepler CCD Array,0
1978,Kepler-296,b,Transit,10.864384,0.079,0.33,,,,0.144,,1,0,1,226,15.921,Kepler-band,3740,0.5,0.48,42250,,2014,Kepler CCD Array,0
1396,Kepler-149,c,Transit,55.328328,0.281,,,,,0.144,,1,0,1,,14.001,Kepler-band,5381,,0.95,41773,,2014,Kepler CCD Array,0
1283,Kepler-140,b,Transit,3.25427,0.045,,,,,0.144,,1,0,1,,12.996,Kepler-band,6077,,1.29,41773,,2014,Kepler CCD Array,0
2390,Kepler-49,d,Transit,2.576549,0.031,,,,,0.143,,1,0,1,,15.264,Kepler-band,4252,0.55,0.56,41773,,2014,Kepler CCD Array,0
2236,Kepler-394,b,Transit,8.005013,0.083,,,,,0.143,,1,0,1,,14.79,Kepler-band,6402,1.11,1.13,41773,,2014,Kepler CCD Array,0
2474,Kepler-55,d,Transit,2.211099,0.029,,,,,0.142,,1,0,1,,15.791,Kepler-band,4503,0.62,0.62,41773,,2014,Kepler CCD Array,0
2476,Kepler-55,f,Transit,10.198545,0.081,,,,,0.142,,1,0,1,,15.791,Kepler-band,4503,0.62,0.62,41773,,2014,Kepler CCD Array,0
1867,Kepler-256,b,Transit,1.620493,0.027,,,,,0.142,,1,0,1,,15.065,Kepler-band,5551,1.02,1.3,41773,,2014,Kepler CCD Array,0
2212,Kepler-382,c,Transit,12.162701,0.097,,,,,0.142,,1,0,1,,14.623,Kepler-band,5600,0.8,0.94,41773,,2014,Kepler CCD Array,0
1706,Kepler-200,c,Transit,10.222157,0.09,,,,,0.142,,1,0,1,,13.984,Kepler-band,5678,,0.94,41773,,2014,Kepler CCD Array,0
2184,Kepler-370,b,Transit,4.57953,0.054,,,,,0.142,,1,0,1,,15.198,Kepler-band,5852,0.94,0.9,41773,,2014,Kepler CCD Array,0
681,K2-21,b,Transit,9.32414,0.0731,,88.3,,,0.142,2.7,0,1,1,65,12.85,V (Johnson),4043,0.64,0.6,42265,500,2015,Kepler CCD Array,0
2220,Kepler-386,c,Transit,25.193458,0.155,,,,,0.141,,1,0,1,,15.629,Kepler-band,5178,0.74,0.77,41773,,2014,Kepler CCD Array,0
905,Kepler-111,b,Transit,3.341815,0.046,,,,,0.141,,1,0,1,,13.492,Kepler-band,5952,,1.16,41773,,2014,Kepler CCD Array,0
1098,Kepler-126,c,Transit,21.869741,0.162,,,,,0.141,,1,0,1,,10.5,Kepler-band,6239,,1.36,41773,,2014,Kepler CCD Array,0
1845,Kepler-249,d,Transit,15.368459,0.097,,,,,0.14,,1,0,1,,15.234,Kepler-band,3568,,0.48,41773,,2014,Kepler CCD Array,0
1806,Kepler-236,b,Transit,8.295611,0.065,,,,,0.14,,1,0,1,,15.414,Kepler-band,3750,0.56,0.51,41773,,2014,Kepler CCD Array,0
1758,Kepler-220,c,Transit,9.034199,0.076,,,,,0.14,,1,0,1,,13.177,Kepler-band,4632,,0.67,41773,,2014,Kepler CCD Array,0
1721,Kepler-207,b,Transit,1.611865,0.029,,,,,0.14,,1,0,1,,13.182,Kepler-band,5920,,1.59,41773,,2014,Kepler CCD Array,0
2147,Kepler-356,b,Transit,4.612696,0.057,,,,,0.14,,1,0,1,,12.992,Kepler-band,6133,0.97,1.33,41773,,2014,Kepler CCD Array,0
2391,Kepler-49,e,Transit,18.596108,0.116,,,,,0.139,,1,0,1,,15.264,Kepler-band,4252,0.55,0.56,41773,,2014,Kepler CCD Array,0
2019,Kepler-309,b,Transit,5.923653,0.059,,,,,0.139,,1,0,1,,15.157,Kepler-band,4713,,0.72,41773,,2014,Kepler CCD Array,0
1674,Kepler-190,b,Transit,2.019999,0.03,,,,,0.139,,1,0,1,,14.137,Kepler-band,5106,0.84,0.8,41773,,2014,Kepler CCD Array,0
846,Kepler-107,b,Transit,3.179997,0.044,,,,,0.139,,1,0,1,,12.487,Kepler-band,5851,,1.41,41773,,2014,Kepler CCD Array,0
2258,Kepler-402,c,Transit,6.124821,0.068,,,,,0.139,,1,0,1,,13.268,Kepler-band,6090,,1.26,41773,,2014,Kepler CCD Array,0
1607,Kepler-167,c,Transit,7.406114,0.0684,0,89.3,,,0.138,,1,0,1,330,14.023,Kepler-band,4890,0.77,0.73,42439,768,2014,Kepler CCD Array,0
2475,Kepler-55,e,Transit,4.617534,0.048,,,,,0.138,,1,0,1,,15.791,Kepler-band,4503,0.62,0.62,41773,,2014,Kepler CCD Array,0
1688,Kepler-195,c,Transit,34.096863,0.197,,,,,0.138,,1,0,1,,14.813,Kepler-band,5329,,0.78,41773,,2014,Kepler CCD Array,0
1778,Kepler-226,b,Transit,3.940997,0.047,,,,,0.138,,1,0,1,,15.416,Kepler-band,5571,0.86,0.8,41773,,2014,Kepler CCD Array,0
